sarcodon_squamosus, http://www.mushroom.world/show?n=Sarcodon-squamosus
strobilurus_esculentus, http://www.mushroom.world/show?n=Strobilurus-esculentus
strobilurus_stephanocystis, http://www.mushroom.world/show?n=Strobilurus-stephanocystis
stropharia_hornemannii, http://www.mushroom.world/show?n=Stropharia-hornemannii
suillus_bovinus, http://www.mushroom.world/show?n=Suillus-bovinus
suillus_grevillei, http://www.mushroom.world/show?n=Suillus-grevillei
suillus_luteus, http://www.mushroom.world/show?n=Suillus-luteus
suillus_variegatus, http://www.mushroom.world/show?n=Suillus-variegatus
tricholoma_flavovirens, http://www.mushroom.world/show?n=Tricholoma-flavovirens
tricholoma_focale, http://www.mushroom.world/show?n=Tricholoma-focale
tricholoma_saponaceum, http://www.mushroom.world/show?n=Tricholoma-saponaceum
tricholoma_sejunctum, http://www.mushroom.world/show?n=Tricholoma-sejunctum
tricholomopsis_decora, http://www.mushroom.world/show?n=Tricholomopsis-decora
tricholomopsis_rutilans, http://www.mushroom.world/show?n=Tricholomopsis-rutilans
turbinellus_floccosus, http://www.mushroom.world/show?n=Turbinellus-floccosus
tylopilus_felleus, http://www.mushroom.world/show?n=Tylopilus-felleus

​

